CATEGORIA,CIDADE_ESTABELECIMENTO,COD_CATEGORIA,COD_ESTABELECIMENTO,COD_MCC,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_ESTABELECIMENTO,NOME_MCC,PREDICT,TRANSACAO_COM_CHIP,Unnamed: 0
Hotel,RIO DE JANEIR,0,8716290093,7011.0,5.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SANTA TERES,"HOTEL SANTA TERES HOTEIS, POUSADAS, ETC",,S,789609.0
Hotel,PIRAPETINGA,0,8704589134,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PIRAPETINGA,"HOTEL PIRAPETINGA HOTEIS, POUSADAS, ETC",,S,1185139.0
Hotel,NOVA FRIBURGO,0,66643520,7011.0,36.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DE FRIBURGO,"HOTEL DE FRIBURGO HOTEIS, POUSADAS, ETC",,N,230847.0
Hotel,IRETAMA,0,25049917,7011.0,9.0,7011.0,"HOTEIS, POUSADAS, ETC",TERMAS JUREMA R HOTEL,"TERMAS JUREMA R HOTEL HOTEIS, POUSADAS, ETC",,S,564664.0
Hotel,BELEM,0,5117832,8999.0,2.0,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,HOTEL SPADA,HOTEL SPADA SERVICOS PROFISSIONAIS NAO RELACIONADOS,,S,1426755.0
Hotel,COLOMBO,0,1073711428,5812.0,3.0,5812.0,RESTAURANTES,HOTEL RESTAURANTE MAUA,HOTEL RESTAURANTE MAUA RESTAURANTES,,S,1201508.0
Hotel,CURITIBA,0,1001482899,7011.0,10.0,7011.0,"HOTEIS, POUSADAS, ETC",CURITIBA PALACE HOTEL,"CURITIBA PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,531004.0
Hotel,ROMA,0,9625860945,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL VILLA TORLONIA,"HOTEL VILLA TORLONIA HOTEIS, POUSADAS, ETC",,N,1453773.0
Hotel,PARANAIBA,0,1057032848,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SANTO EXPEDITO,"HOTEL SANTO EXPEDITO HOTEIS, POUSADAS, ETC",,S,1174615.0
Hotel,JOAO NEIVA,0,9071423990,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CAPIXABA,"HOTEL CAPIXABA HOTEIS, POUSADAS, ETC",,S,2435457.0
Hotel,PITTSBURGH,0,2373816370,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",STATION SQUARE HOTEL,"STATION SQUARE HOTEL HOTEIS, POUSADAS, ETC",,S,2085110.0
Hotel,59LILLE,0,43951525500024,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",LB HOTEL FLANDRE,"LB HOTEL FLANDRE HOTEIS, POUSADAS, ETC",,S,2596015.0
Hotel,TASCH,0,168410251,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL REST  TASCHERHOF AG,"HOTEL REST  TASCHERHOF AG HOTEIS, POUSADAS, ETC",,N,1815931.0
Hotel,BRUEHL,0,14930,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",RAMADA HOTEL BRUEHL-KOELN,"RAMADA HOTEL BRUEHL-KOELN HOTEIS, POUSADAS, ETC",,N,1220424.0
Hotel,AMSTERDAM,0,9534557665,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PRINS HENDRIK 20855,"HOTEL PRINS HENDRIK 20855 HOTEIS, POUSADAS, ETC",,S,1382531.0
Hotel,NATAL,0,8713434256,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",INGA PRAIA HOTEL,"INGA PRAIA HOTEL HOTEIS, POUSADAS, ETC",,S,2383117.0
Hotel,DUBAI,0,1307220020,7011.0,25.0,7011.0,"HOTEIS, POUSADAS, ETC",ROVE OUD METHA HOTEL LLC,"ROVE OUD METHA HOTEL LLC HOTEIS, POUSADAS, ETC",,S,297408.0
Hotel,FOZ DO IGUAÃ‡U,0,213482709000000,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",A1 HOTEL,"A1 HOTEL HOTEIS, POUSADAS, ETC",,N,1334903.0
Hotel,WIEN,0,859148802425,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",A&O HOTEL AND HOSTELS,"A&O HOTEL AND HOSTELS HOTEIS, POUSADAS, ETC",,S,1058068.0
Hotel,OVIEDO,0,336210018,5813.0,1.0,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",HOTEL FRUELA - CAFETER,"HOTEL FRUELA - CAFETER BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",,N,2673272.0
Hotel,RIGA,0,9038076,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL VANTIS,"HOTEL VANTIS HOTEIS, POUSADAS, ETC",,S,1492573.0
Hotel,05001MEDELLI,0,12130407,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL FLORENCIA PLAZA0,"HOTEL FLORENCIA PLAZA0 HOTEIS, POUSADAS, ETC",,S,2798466.0
Hotel,CURITIBA,0,53973887,7399.0,10.0,7399.0,ASSISTENCIA TECNICA - OUTROS,HOTEL BLUE TREE CTB,HOTEL BLUE TREE CTB ASSISTENCIA TECNICA - OUTROS,,N,531621.0
Hotel,AMSTERDAM,0,390816,7011.0,5.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL KOOYK,"HOTEL KOOYK HOTEIS, POUSADAS, ETC",,N,789977.0
Hotel,SALINAS,0,24386674,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL POUSADA TAMBURIL,"HOTEL POUSADA TAMBURIL HOTEIS, POUSADAS, ETC",,S,2517872.0
Hotel,AMSTERDAM,0,84326129,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CENTRAAL,"HOTEL CENTRAAL HOTEIS, POUSADAS, ETC",,N,2480697.0
Hotel,AMSTERDAM,0,101793105,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",MUSEUM SQUARE HOTEL BV,"MUSEUM SQUARE HOTEL BV HOTEIS, POUSADAS, ETC",,N,959438.0
Hotel,CAMPOS DO JOR,0,8714191046,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SHALLON DE,"HOTEL SHALLON DE HOTEIS, POUSADAS, ETC",,N,1337172.0
Hotel,SANTIAGO,0,28501374,7011.0,9.0,7011.0,"HOTEIS, POUSADAS, ETC",SHERATON SANTIAGO HOTEL,"SHERATON SANTIAGO HOTEL HOTEIS, POUSADAS, ETC",,N,554808.0
Hotel,PARIS,0,11689942,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LE BRISTOL,"HOTEL LE BRISTOL HOTEIS, POUSADAS, ETC",,S,2158762.0
Hotel,BERLIN,0,9508492899,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",H4 HOTEL BERLIN ALEXANDER,"H4 HOTEL BERLIN ALEXANDER HOTEIS, POUSADAS, ETC",,S,1511641.0
Hotel,HA NOI,0,100000000004608,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HANOI BLUE SKY HOTEL 2,"HANOI BLUE SKY HOTEL 2 HOTEIS, POUSADAS, ETC",,N,2283703.0
Hotel,MARIALVA,0,1022031144,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL VINHEDO,"HOTEL VINHEDO HOTEIS, POUSADAS, ETC",,S,1730262.0
Hotel,CHAMONIX MONT,0,77655119400017,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL RICHEMOND,"HOTEL RICHEMOND HOTEIS, POUSADAS, ETC",,S,1848645.0
Hotel,BRASILIA,0,1073389631,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PRIME,"HOTEL PRIME HOTEIS, POUSADAS, ETC",,S,1102714.0
Hotel,SOLIDARIDAD Q,0,7957983,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",FRONT HOTEL HOYO UNO,"FRONT HOTEL HOYO UNO HOTEIS, POUSADAS, ETC",,N,880144.0
Hotel,LAS VEGAS,0,5270304892,7011.0,12.0,7011.0,"HOTEIS, POUSADAS, ETC",MGM GRAND HOTEL,"MGM GRAND HOTEL HOTEIS, POUSADAS, ETC",,S,485691.0
Hotel,FRANKFURT AM,0,157602931,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",ADINA HOTEL FRANKFURT,"ADINA HOTEL FRANKFURT HOTEIS, POUSADAS, ETC",,N,1965816.0
Hotel,ABU DHABI,0,1105443014,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",AL MANZEL HOTEL APARTMENT,"AL MANZEL HOTEL APARTMENT HOTEIS, POUSADAS, ETC",,N,1245664.0
Hotel,PUNTA DEL EST,0,9960011542,7011.0,8.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL Y CONFITERIA L'AUBE,"HOTEL Y CONFITERIA L'AUBE HOTEIS, POUSADAS, ETC",,N,603707.0
Hotel,GUALEGUAYCHU,0,17892837,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL EL TAGUE 2837,"HOTEL EL TAGUE 2837 HOTEIS, POUSADAS, ETC",,S,2221348.0
Hotel,PORTO SEGURO,0,1024931428,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",BENKOS PRAIA HOTEL,"BENKOS PRAIA HOTEL HOTEIS, POUSADAS, ETC",,S,1183721.0
Hotel,RIO DE JANEIR,0,8670693548,7011.0,19.0,7011.0,"HOTEIS, POUSADAS, ETC",VILLA 25 HOTEL E RESTAURA,"VILLA 25 HOTEL E RESTAURA HOTEIS, POUSADAS, ETC",,S,353505.0
Hotel,ALBUFEIRA,0,9550145759,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL MARITUR,"HOTEL MARITUR HOTEIS, POUSADAS, ETC",,N,2702413.0
Hotel,MAIRIPORA,0,8714669017,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL REFUGIO VIS,"HOTEL REFUGIO VIS HOTEIS, POUSADAS, ETC",,S,1732323.0
Hotel,RIO DE JANEIR,0,66762774,7011.0,106.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL A T COPACABANA,"HOTEL A T COPACABANA HOTEIS, POUSADAS, ETC",,N,104337.0
Hotel,PASSA QUATRO,0,1384473,7011.0,77.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL RECANTO DAS HORT,"HOTEL RECANTO DAS HORT HOTEIS, POUSADAS, ETC",,S,132538.0
Hotel,SAN FRANCISCO,0,431271655885,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",PAGE HOTEL,"PAGE HOTEL HOTEIS, POUSADAS, ETC",,S,2055751.0
Hotel,PIEDMONT,0,419907,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SAINT SAUVEUR,"HOTEL SAINT SAUVEUR HOTEIS, POUSADAS, ETC",,S,2062371.0
Hotel,MIAMI,0,227045208997,7011.0,21.0,7011.0,"HOTEIS, POUSADAS, ETC",EPIC HOTEL,"EPIC HOTEL HOTEIS, POUSADAS, ETC",,N,333438.0
Hotel,SAO PAULO,0,8671060028,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL JARDIM AMERICA LTDA,"HOTEL JARDIM AMERICA LTDA HOTEIS, POUSADAS, ETC",,S,1394667.0
Hotel,SANTOS,0,875181,5941.0,7.0,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",MONTE SERRAT HOTEL,"MONTE SERRAT HOTEL LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",,S,679372.0
Hotel,SPRING HILL,0,24535429,5813.0,2.0,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",THE SPORTSMAN HOTEL,"THE SPORTSMAN HOTEL BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",,N,1555309.0
Hotel,KUALA LUMPUR,0,9201895869,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",TUNE HOTEL KLIA2,"TUNE HOTEL KLIA2 HOTEIS, POUSADAS, ETC",,S,1445937.0
Hotel,ZÃœRICH,0,9580145803,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL KINDLY SA,"HOTEL KINDLY SA HOTEIS, POUSADAS, ETC",,S,2386866.0
Hotel,SINGAPORE,0,10025001,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL GRAND CENTRAL-FRONT,"HOTEL GRAND CENTRAL-FRONT HOTEIS, POUSADAS, ETC",,N,2287005.0
Hotel,IRECE,0,8538574047,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL COPA 70,"HOTEL COPA 70 HOTEIS, POUSADAS, ETC",,S,1800011.0
Hotel,SAO PAULO,0,7238452,7011.0,7.0,7011.0,"HOTEIS, POUSADAS, ETC",CENTER PLAZA HOTEL,"CENTER PLAZA HOTEL HOTEIS, POUSADAS, ETC",,N,695616.0
Hotel,BRACO DO NORT,0,9310592,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",COSTA NOBRE HOTEL,"COSTA NOBRE HOTEL HOTEIS, POUSADAS, ETC",,S,1130510.0
Hotel,MIAMI BEACH,0,8-8027271124,5812.0,4.0,5812.0,RESTAURANTES,WET W HOTEL,WET W HOTEL RESTAURANTES,,S,949139.0
Hotel,ROMA,0,9520688136,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CAPRICE,"HOTEL CAPRICE HOTEIS, POUSADAS, ETC",,N,2438053.0
Hotel,WIEN,0,859147142509,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",WESTBAHN HOTEL,"WESTBAHN HOTEL HOTEIS, POUSADAS, ETC",,S,2241454.0
Hotel,CUSCO,0,601777102,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SOL PLAZA INN,"HOTEL SOL PLAZA INN HOTEIS, POUSADAS, ETC",,S,2831865.0
Hotel,DENPASAR,0,800582760302,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",DASH HOTEL,"DASH HOTEL HOTEIS, POUSADAS, ETC",,S,1574328.0
Hotel,MLINI,0,PBZT24189005,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ASTAREA,"HOTEL ASTAREA HOTEIS, POUSADAS, ETC",,S,1712267.0
Hotel,SEVILLA,0,15796444,7011.0,5.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SILKEN AL-ANDALUS,"HOTEL SILKEN AL-ANDALUS HOTEIS, POUSADAS, ETC",,N,808117.0
Hotel,SAO LUIS,0,9069115863,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL POUSADA COLON,"HOTEL POUSADA COLON HOTEIS, POUSADAS, ETC",,S,1909803.0
Hotel,FIUMICINO,0,5908629,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DEL MARE,"HOTEL DEL MARE HOTEIS, POUSADAS, ETC",,S,2208982.0
Hotel,POTIM,0,12005645368074,5411.0,1.0,5411.0,SUPERMERCADOS,HOTEL OLIVEIR,HOTEL OLIVEIR SUPERMERCADOS,,S,2196132.0
Hotel,TEOFILO OTONI,0,1000905028,7011.0,11.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DAS PALMEIRAS,"HOTEL DAS PALMEIRAS HOTEIS, POUSADAS, ETC",,S,516708.0
Hotel,HCM,0,129010002268,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",C-CENTRAL HOTEL BUI VIEN,"C-CENTRAL HOTEL BUI VIEN HOTEIS, POUSADAS, ETC",,N,2712400.0
Hotel,ROMA,0,6855197,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",GRAND HOTEL DEL GIANIC,"GRAND HOTEL DEL GIANIC HOTEIS, POUSADAS, ETC",,S,1740114.0
Hotel,WASHINGTON,0,4081330821,5812.0,1.0,5812.0,RESTAURANTES,14K AT HAMILTON HOTEL 000,14K AT HAMILTON HOTEL 000 RESTAURANTES,,N,1755386.0
Hotel,ROMA,0,9629233172,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL KOLBE,"HOTEL KOLBE HOTEIS, POUSADAS, ETC",,N,2866775.0
Hotel,MIAMI,0,5095928891,7523.0,1.0,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,72878 - HYDE HOTEL 650000,72878 - HYDE HOTEL 650000 ESTACIONAMENTO DE AUTOMOVEIS,,N,1748427.0
Hotel,13001CARTAGE,0,11490521,7011.0,7.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LA FE,"HOTEL LA FE HOTEIS, POUSADAS, ETC",,N,667812.0
Hotel,RESENDE,0,9910151521,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",SCALA RESIDENCE HOTEL,"SCALA RESIDENCE HOTEL HOTEIS, POUSADAS, ETC",,S,728295.0
Hotel,CATALAO,0,1006095478,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",LINDOYA HOTEL,"LINDOYA HOTEL HOTEIS, POUSADAS, ETC",,N,1186890.0
Hotel,SALZBURG,0,212142,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SACHER SALZBURG,"HOTEL SACHER SALZBURG HOTEIS, POUSADAS, ETC",,S,1270352.0
Hotel,SAINT OUEN,0,9496723289,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SOVEREIGN,"HOTEL SOVEREIGN HOTEIS, POUSADAS, ETC",,S,1959569.0
Hotel,TORONTO,0,9300175776,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",BW ROEHAMPTON HOTEL&,"BW ROEHAMPTON HOTEL& HOTEIS, POUSADAS, ETC",,N,2876330.0
Hotel,HANAU,0,545513,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ZUM RIESEN,"HOTEL ZUM RIESEN HOTEIS, POUSADAS, ETC",,N,2669337.0
Hotel,AVEIRO,0,1690643,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",VENEZA HOTEL,"VENEZA HOTEL HOTEIS, POUSADAS, ETC",,N,709774.0
Hotel,FEIRA DE SANT,0,4564124677,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ELDORADO LTDA,"HOTEL ELDORADO LTDA HOTEIS, POUSADAS, ETC",,S,1246928.0
Hotel,LISBOA,0,9550155360,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",PESTANA PALACE HOTEL,"PESTANA PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,1880270.0
Hotel,DUBAI,0,1105842017,3612.0,2.0,3612.0,MOVENPICK,IBN BATTUTA GATE HOTEL-DU,IBN BATTUTA GATE HOTEL-DU MOVENPICK,,N,1492100.0
Hotel,EDINBURGH,0,65999141,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",EDINBURGH HOTEL,"EDINBURGH HOTEL HOTEIS, POUSADAS, ETC",,S,1461503.0
Hotel,ITAPEVA,0,19787456,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",PATRIARCA HOTEL,"PATRIARCA HOTEL HOTEIS, POUSADAS, ETC",,S,1689595.0
Hotel,SANTIAGO,0,9922246137,7011.0,5.0,7011.0,"HOTEIS, POUSADAS, ETC",CAPITAL APART HOTEL,"CAPITAL APART HOTEL HOTEIS, POUSADAS, ETC",,S,835619.0
Hotel,RATINGEN,0,144209,3579.0,3.0,3579.0,HOTEL MERCURE,MERCURE HOTEL DD AIRPORT,MERCURE HOTEL DD AIRPORT HOTEL MERCURE,,N,1154141.0
Hotel,BASEL,0,75133,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL RESTAURANT STADT,"HOTEL RESTAURANT STADT HOTEIS, POUSADAS, ETC",,N,2497750.0
Hotel,LUZERN,0,9580261584,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL BEAU SÃ‰JOUR LUZERN,"HOTEL BEAU SÃ‰JOUR LUZERN HOTEIS, POUSADAS, ETC",,S,1565423.0
Hotel,APARECIDA,0,8700960982,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ESTACAO DE,"HOTEL ESTACAO DE HOTEIS, POUSADAS, ETC",,S,2071319.0
Hotel,SH,0,113310070110173,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",XIANG DI HOTEL,"XIANG DI HOTEL HOTEIS, POUSADAS, ETC",,S,2559893.0
Hotel,MANAGUA,0,1200328,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SEMINOLE-RESERVA,"HOTEL SEMINOLE-RESERVA HOTEIS, POUSADAS, ETC",,N,2417044.0
Hotel,"HONG KONG,",0,HSBC 4F63,6011.0,4.0,6011.0,CAIXA ELETRONICO,"HASE/REGAL AIRPORT HOTEL,","HASE/REGAL AIRPORT HOTEL, CAIXA ELETRONICO",,S,956963.0
Hotel,ROMA,0,9520867219,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PRINCIPESSA ISABELL,"HOTEL PRINCIPESSA ISABELL HOTEIS, POUSADAS, ETC",,N,2124946.0
Hotel,SANT JORDI DE,0,9560145153,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL C PALM BEACH,"HOTEL C PALM BEACH HOTEIS, POUSADAS, ETC",,N,2382251.0
Hotel,MIAMI BEACH,0,275220064883,7011.0,19.0,7011.0,"HOTEIS, POUSADAS, ETC",RIVIERA HOTEL,"RIVIERA HOTEL HOTEIS, POUSADAS, ETC",,N,355550.0
Hotel,KOELN,0,9502295934,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",CENTRO HOTEL CENTRAL AM D,"CENTRO HOTEL CENTRAL AM D HOTEIS, POUSADAS, ETC",,N,2840974.0
Hotel,GRAZ,0,9405492885,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",AMEDIA HOTEL GRAZ,"AMEDIA HOTEL GRAZ HOTEIS, POUSADAS, ETC",,S,2221710.0
Hotel,PRESIDENTE PR,0,4560013705,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",BRASAO PALACE HOTEL,"BRASAO PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,2691201.0
Hotel,INTERLAKEN,0,859140969744,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",CITY HOTEL OBERLAND AG,"CITY HOTEL OBERLAND AG HOTEIS, POUSADAS, ETC",,S,2372010.0
Hotel,POCOS DE CALD,0,9911431906,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",NOVO HOTEL BALNEARIO,"NOVO HOTEL BALNEARIO HOTEIS, POUSADAS, ETC",,S,2396400.0
Hotel,SAO PAULO,0,1076828431,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",PERGAMON HOTEL 1632605,"PERGAMON HOTEL 1632605 HOTEIS, POUSADAS, ETC",,N,1029641.0
Hotel,CAPITAL FEDER,0,8777856,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL NH JOUSTEN,"HOTEL NH JOUSTEN HOTEIS, POUSADAS, ETC",,N,951282.0
Hotel,PORTO SEGURO,0,4563590828,7011.0,41.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SOLAR DO IMPERAD,"HOTEL SOLAR DO IMPERAD HOTEIS, POUSADAS, ETC",,N,209707.0
Hotel,ITUMBIARA,0,24586687,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",ROTA HOTEL,"ROTA HOTEL HOTEIS, POUSADAS, ETC",,N,1078893.0
Hotel,TBILISI,0,8090764,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",IOTA HOTEL TBILISI 1,"IOTA HOTEL TBILISI 1 HOTEIS, POUSADAS, ETC",,S,1356349.0
Hotel,GUARUJA,0,17724678,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ILHAS CARIBE,"HOTEL ILHAS CARIBE HOTEIS, POUSADAS, ETC",,N,1101410.0
Hotel,CURITIBA,0,102172000000000,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL NOVA LISBOA,"HOTEL NOVA LISBOA HOTEIS, POUSADAS, ETC",,S,1403794.0
Hotel,GRAVATAL,0,76929,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL INTERNAC GRAVATAL,"HOTEL INTERNAC GRAVATAL HOTEIS, POUSADAS, ETC",,S,1269751.0
Hotel,VENEZIA,0,9624426763,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ACQUA PALACE,"HOTEL ACQUA PALACE HOTEIS, POUSADAS, ETC",,N,2482296.0
Hotel,SEVILLA,0,30647267,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",AYRE HOTEL SEVILLA,"AYRE HOTEL SEVILLA HOTEIS, POUSADAS, ETC",,N,917663.0
Hotel,CARATINGA,0,1064799652,5812.0,1.0,5812.0,RESTAURANTES,HOTEL POUZAS E TORRES,HOTEL POUZAS E TORRES RESTAURANTES,,S,2356871.0
Hotel,QUEBEC,0,9311687512,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL 71,"HOTEL 71 HOTEIS, POUSADAS, ETC",,N,1510287.0
Hotel,CASTANHAL,0,1010661431,7011.0,14.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DURMA BEM,"HOTEL DURMA BEM HOTEIS, POUSADAS, ETC",,N,426996.0
Hotel,CARTAGENA,0,9930601968,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",APARTA HOTEL BOVEDAS STA,"APARTA HOTEL BOVEDAS STA HOTEIS, POUSADAS, ETC",,S,1685065.0
Hotel,LIMON,0,9335453289,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PLAYA WESTFALIA,"HOTEL PLAYA WESTFALIA HOTEIS, POUSADAS, ETC",,S,2521901.0
Hotel,ARIQUEMES,0,25277252,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",JR PALACE HOTEL,"JR PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,1482190.0
Hotel,PALMAS,0,27289586,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",JALAPAO HOTEL,"JALAPAO HOTEL HOTEIS, POUSADAS, ETC",,S,1842996.0
Hotel,LISBOA,0,9550119655,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ALTIS PARK,"HOTEL ALTIS PARK HOTEIS, POUSADAS, ETC",,N,1505635.0
Hotel,CAPRI,0,499801700003,7011.0,13.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL QUISISANA,"HOTEL QUISISANA HOTEIS, POUSADAS, ETC",,N,461560.0
Hotel,88001SAN AND,0,11218252,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LORD PIERRE 0,"HOTEL LORD PIERRE 0 HOTEIS, POUSADAS, ETC",,S,1802998.0
Hotel,BARCELONA,0,15455504,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",GAUDI HOTEL BARCELONA S L,"GAUDI HOTEL BARCELONA S L HOTEIS, POUSADAS, ETC",,S,1484732.0
Hotel,GARIBALDI,0,9071951768,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",ZAMEK - HOTEL BOUTIQUE,"ZAMEK - HOTEL BOUTIQUE HOTEIS, POUSADAS, ETC",,S,1595030.0
